,winner,gameDuration,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
38081,red,2239,red,red,red,nobody,red,nobody,3,0,0,0,0,7,1,0,3,0
38082,blue,2485,red,red,blue,blue,red,nobody,10,2,2,2,0,8,1,0,2,0
38083,red,1753,red,red,red,red,blue,nobody,2,0,0,1,0,9,2,1,2,0
38084,red,1594,red,blue,red,red,blue,nobody,2,0,0,1,0,9,1,1,1,0
38085,red,1663,red,red,red,red,red,blue,2,0,0,0,1,8,1,1,1,0
38086,blue,1374,red,blue,blue,nobody,blue,nobody,11,2,0,1,0,0,0,0,0,0
38087,red,1211,red,red,nobody,nobody,red,red,0,0,0,0,0,5,0,0,1,1
38088,red,1234,red,red,red,nobody,red,nobody,1,0,0,0,0,9,2,0,2,0
38089,red,2689,blue,red,red,blue,blue,nobody,6,1,2,2,0,10,3,0,1,0
38090,red,1221,blue,red,nobody,nobody,red,red,0,0,0,0,0,4,0,0,1,1
38091,red,1996,red,blue,red,red,blue,nobody,4,0,0,2,0,9,1,1,1,0
38092,blue,1839,blue,red,blue,nobody,blue,nobody,7,2,0,3,0,2,0,0,0,0
38093,red,1661,red,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,1,0
38094,red,1413,red,red,red,nobody,blue,nobody,0,0,0,1,0,11,3,0,1,0
38095,red,1313,red,red,red,nobody,red,blue,1,0,0,0,1,8,1,0,1,0
38096,red,2028,red,red,red,red,red,blue,2,0,0,0,1,11,5,2,5,0
38097,blue,1710,blue,red,blue,nobody,blue,nobody,8,2,0,3,0,2,0,0,0,0
38098,red,2176,red,blue,red,red,blue,nobody,2,0,0,1,0,10,3,1,3,0
38099,red,1644,red,red,red,red,red,nobody,0,0,0,0,0,8,1,1,3,0
38100,red,1751,red,red,red,red,blue,nobody,5,0,0,1,0,10,2,1,3,0
38101,blue,912,blue,blue,nobody,nobody,nobody,nobody,3,0,0,0,0,1,0,0,0,0
38102,red,1468,red,red,red,nobody,red,red,0,0,0,0,0,9,2,0,2,1
38103,red,2080,blue,red,red,red,red,red,5,0,0,3,0,8,2,2,1,1
38104,red,2364,blue,red,red,blue,red,nobody,4,0,1,1,0,7,1,0,4,0
38105,blue,1979,red,blue,blue,blue,red,red,11,2,1,0,0,3,0,0,3,1
38106,red,1888,red,red,red,nobody,blue,red,2,0,0,1,0,10,2,0,3,1
38107,blue,1521,blue,blue,blue,blue,blue,blue,10,2,1,2,1,1,0,0,1,0
38108,red,1567,blue,red,red,red,red,blue,1,0,0,0,1,10,2,1,1,0
38109,blue,2090,red,red,blue,blue,blue,nobody,9,2,1,3,0,5,0,0,0,0
38110,blue,1366,blue,blue,nobody,nobody,red,nobody,4,0,0,1,0,0,0,0,1,0
38111,red,1151,red,red,red,nobody,nobody,red,0,0,0,0,0,6,1,0,0,1
38112,blue,1477,blue,blue,nobody,nobody,blue,nobody,4,0,0,1,0,0,0,0,1,0
38113,blue,1880,red,blue,blue,blue,blue,nobody,11,4,1,4,0,2,0,0,0,0
38114,blue,1773,red,blue,blue,red,blue,nobody,9,1,0,3,0,2,0,1,0,0
38115,blue,1476,blue,blue,blue,blue,red,blue,8,1,1,1,1,2,0,0,2,0
38116,red,1402,red,red,red,red,red,red,1,0,0,0,0,10,2,1,1,1
38117,blue,2002,blue,blue,red,red,red,blue,7,1,1,2,1,6,1,1,2,0
38118,blue,2505,red,red,blue,blue,red,nobody,10,3,2,3,0,8,0,0,2,0
38119,blue,1658,blue,blue,blue,blue,blue,red,11,3,1,3,0,5,0,0,0,1
38120,blue,1636,blue,blue,blue,blue,blue,blue,9,2,1,3,1,3,0,0,0,0
38121,blue,1953,blue,red,blue,blue,blue,red,11,3,1,3,0,3,0,0,0,1
38122,red,1675,red,red,red,red,red,nobody,2,0,0,0,0,9,2,1,2,0
38123,red,2117,red,red,red,red,red,nobody,2,0,0,1,0,9,3,1,3,0
38124,blue,2127,red,blue,red,blue,blue,red,10,2,1,3,0,7,1,0,1,1
38125,red,1505,red,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,2,0
38126,red,2538,red,red,red,nobody,red,nobody,3,0,0,1,0,10,2,0,3,0
38127,red,2479,red,blue,red,nobody,blue,nobody,4,0,0,1,0,9,2,0,2,0
38128,blue,1210,blue,blue,nobody,nobody,blue,blue,6,0,0,1,1,0,0,0,0,0
38129,blue,2161,blue,red,red,blue,blue,red,8,1,2,3,0,8,1,0,1,1
38130,red,2580,red,red,red,red,blue,blue,8,2,1,3,1,7,3,2,3,0
38131,red,1846,red,blue,red,nobody,red,blue,4,0,0,0,1,10,2,0,3,0
38132,blue,1515,red,red,blue,nobody,blue,nobody,11,2,0,2,0,2,0,0,0,0
38133,red,2044,blue,blue,red,red,red,nobody,4,0,0,1,0,10,2,1,2,0
38134,blue,1549,blue,blue,blue,nobody,blue,blue,10,2,0,1,1,2,0,0,0,0
38135,blue,2115,blue,blue,red,blue,red,red,9,1,1,1,0,8,1,0,3,1
38136,red,2023,red,red,red,nobody,blue,nobody,2,0,0,1,0,10,2,0,3,0
38137,red,1641,blue,red,red,red,blue,red,0,0,0,1,0,7,1,1,2,1
38138,red,1554,red,red,red,blue,red,nobody,0,0,1,0,0,8,2,0,3,0
38139,red,2228,red,red,red,red,blue,nobody,3,0,0,3,0,9,1,1,1,0
38140,blue,2414,blue,blue,blue,blue,blue,red,10,3,1,3,0,1,0,0,1,1
38141,red,1863,blue,blue,blue,red,blue,blue,7,1,0,3,1,6,1,1,0,0
38142,blue,1274,blue,blue,blue,nobody,blue,nobody,10,2,0,1,0,0,0,0,0,0
38143,blue,1277,red,blue,nobody,nobody,red,red,3,0,0,1,0,0,0,0,1,1
38144,blue,2230,red,red,red,red,red,red,9,2,0,0,0,10,3,1,4,1
38145,red,2560,blue,blue,red,red,red,red,5,0,1,1,0,10,1,2,4,1
38146,blue,1426,red,blue,blue,nobody,blue,blue,7,1,0,2,1,1,0,0,0,0
38147,blue,1738,blue,blue,blue,nobody,red,nobody,5,1,0,2,0,2,0,0,1,0
38148,red,1985,blue,red,red,nobody,red,nobody,1,0,0,0,0,9,1,0,3,0
38149,red,935,blue,red,nobody,nobody,nobody,nobody,0,0,0,0,0,5,0,0,0,0
38150,red,1822,blue,blue,red,red,blue,red,7,0,0,2,0,9,1,1,1,1
38151,blue,2349,blue,blue,blue,blue,red,red,11,3,1,1,0,3,0,0,1,1
38152,blue,2556,red,blue,blue,blue,red,blue,11,4,1,3,1,6,1,1,2,0
38153,blue,2592,blue,blue,red,blue,blue,nobody,10,2,1,3,0,7,1,0,2,0
38154,red,1895,blue,blue,red,nobody,blue,nobody,2,0,0,1,0,9,1,0,1,0
38155,blue,1388,blue,blue,blue,blue,blue,blue,11,3,1,2,1,0,0,0,0,0
38156,blue,1839,blue,blue,blue,blue,red,nobody,9,2,1,0,0,2,0,1,1,0
38157,red,1211,red,red,nobody,nobody,red,red,0,0,0,0,0,8,0,0,2,1
38158,red,2488,red,blue,red,blue,red,blue,9,2,2,1,1,9,2,0,3,0
38159,red,1842,red,red,red,red,red,blue,3,0,0,0,1,9,2,1,3,0
38160,red,1367,red,red,red,red,red,red,2,0,0,0,0,10,2,1,2,1
38161,blue,1786,red,blue,blue,blue,red,blue,11,3,1,2,1,2,0,0,1,0
38162,red,1816,red,red,red,red,red,red,1,0,0,0,0,11,4,2,2,1
38163,blue,1410,blue,red,nobody,nobody,blue,nobody,4,0,0,1,0,4,0,0,1,0
38164,red,1877,red,red,red,red,red,nobody,3,0,0,0,0,11,4,1,2,0
38165,blue,1692,blue,blue,blue,red,blue,blue,10,1,0,3,1,1,0,1,0,0
38166,blue,2327,red,blue,blue,blue,red,nobody,9,2,2,2,0,4,0,0,2,0
38167,red,1761,red,red,red,red,red,red,1,0,0,0,0,11,3,1,3,1
38168,blue,1350,blue,blue,nobody,nobody,blue,nobody,4,0,0,2,0,0,0,0,0,0
38169,blue,1969,blue,red,blue,nobody,blue,nobody,9,3,0,2,0,5,0,0,1,0
38170,blue,1831,red,red,blue,red,blue,red,9,2,0,2,0,4,0,1,2,1
38171,blue,1737,blue,blue,blue,blue,red,blue,7,1,1,1,1,2,0,0,2,0
38172,blue,2258,blue,blue,blue,nobody,blue,blue,10,2,0,3,1,7,0,0,0,0
38173,blue,2109,red,blue,blue,blue,red,red,9,1,1,1,0,5,0,0,3,1
38174,blue,3475,red,blue,red,red,blue,red,10,4,2,4,0,7,2,1,2,1
38175,blue,2054,red,red,blue,blue,blue,red,9,3,2,3,0,3,0,0,0,1
38176,red,1992,red,red,red,blue,blue,blue,3,0,1,1,1,11,5,0,3,0
38177,red,958,red,red,nobody,nobody,nobody,nobody,0,0,0,0,0,6,0,0,0,0
38178,blue,1136,blue,blue,nobody,nobody,blue,blue,5,0,0,2,1,0,0,0,0,0
38179,blue,2057,red,red,blue,blue,blue,red,11,2,1,3,0,6,0,0,0,1
38180,red,2854,blue,blue,red,red,red,nobody,4,0,0,1,0,11,3,1,3,0
38181,blue,2236,blue,blue,blue,blue,blue,nobody,9,3,1,3,0,0,0,0,0,0
38182,blue,2964,red,blue,blue,blue,blue,red,10,4,2,3,0,7,1,0,3,1
38183,red,2113,red,red,red,red,red,nobody,5,0,0,1,0,10,2,2,3,0
38184,red,1392,red,red,red,red,red,red,1,0,0,0,0,11,4,1,2,1
38185,blue,1949,red,blue,blue,nobody,blue,nobody,11,2,0,3,0,1,0,0,0,0
38186,blue,1617,blue,blue,blue,blue,blue,nobody,11,2,1,3,0,1,0,0,0,0
38187,red,1870,blue,red,red,nobody,blue,nobody,6,1,0,2,0,10,2,0,0,0
38188,blue,2247,blue,blue,blue,nobody,blue,nobody,9,2,0,3,0,2,0,0,0,0
38189,blue,1421,blue,blue,blue,blue,blue,blue,10,2,1,2,1,0,0,0,0,0
38190,red,1912,red,red,red,blue,red,blue,4,0,1,1,1,7,1,0,3,0
38191,blue,1379,blue,blue,blue,nobody,blue,nobody,6,1,0,2,0,1,0,0,0,0
38192,blue,1515,blue,blue,blue,nobody,nobody,nobody,11,3,0,0,0,0,0,0,0,0
38193,red,2291,blue,blue,blue,red,red,blue,5,1,0,1,1,10,2,2,3,0
38194,blue,2177,red,red,blue,nobody,red,red,8,1,0,2,0,5,0,0,2,1
38195,red,1703,blue,red,red,red,red,red,1,0,0,0,0,7,1,1,3,1
38196,red,2234,red,red,red,nobody,red,red,3,0,0,1,0,10,1,0,3,1
38197,blue,1939,red,red,blue,blue,red,nobody,9,1,1,3,0,3,0,0,1,0
38198,red,1676,blue,blue,red,red,red,nobody,1,0,0,1,0,11,3,1,2,0
38199,red,2402,blue,blue,red,red,red,blue,5,0,0,0,1,11,3,2,4,0
38200,red,1381,red,red,red,nobody,red,red,1,0,0,0,0,8,1,0,3,1
38201,blue,1994,red,red,blue,blue,blue,blue,7,1,2,2,1,2,0,0,1,0
38202,red,1911,blue,red,red,red,blue,blue,5,0,0,1,1,9,2,2,3,0
38203,blue,1577,blue,blue,blue,nobody,red,nobody,7,1,0,2,0,1,0,0,1,0
38204,red,1495,blue,red,red,red,red,red,2,0,0,1,0,9,2,1,2,1
38205,blue,1781,blue,red,blue,blue,red,blue,10,3,1,2,1,3,0,0,2,0
38206,blue,3196,red,blue,red,red,blue,nobody,9,1,0,2,0,7,1,2,3,0
38207,blue,1421,blue,blue,blue,nobody,blue,blue,10,2,0,3,1,2,0,0,0,0
38208,red,2042,blue,red,red,blue,blue,red,3,0,1,3,0,9,4,0,1,1
38209,blue,1417,red,blue,nobody,nobody,blue,blue,6,0,0,1,1,2,0,0,1,0
38210,red,1215,blue,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,2,0
38211,red,2444,red,red,red,blue,blue,red,6,1,2,4,0,10,4,0,1,1
38212,blue,1916,blue,red,blue,nobody,blue,nobody,10,2,0,3,0,2,0,0,0,0
38213,blue,1618,red,red,blue,blue,blue,red,10,2,1,1,0,4,0,0,1,1
38214,blue,1580,blue,red,blue,nobody,blue,nobody,10,1,0,1,0,1,0,0,1,0
38215,blue,925,blue,blue,nobody,nobody,blue,nobody,2,0,0,1,0,0,0,0,0,0
38216,red,1323,blue,red,nobody,nobody,blue,red,1,0,0,1,0,6,0,0,1,1
38217,blue,2234,red,red,blue,blue,red,nobody,10,4,1,3,0,5,0,0,1,0
38218,red,2124,red,red,red,red,red,nobody,2,0,0,0,0,8,1,1,3,0
38219,red,200,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
38220,blue,1399,blue,blue,blue,blue,blue,blue,9,1,1,2,1,1,0,0,0,0
38221,red,1990,blue,blue,red,red,red,nobody,3,0,0,1,0,11,3,1,2,0
38222,blue,1617,blue,blue,blue,blue,red,nobody,11,3,1,0,0,1,0,0,1,0
38223,blue,1506,blue,blue,blue,blue,blue,nobody,11,3,1,2,0,0,0,0,0,0
38224,red,2435,blue,blue,red,red,blue,nobody,1,0,0,2,0,11,4,1,2,0
38225,blue,1981,blue,blue,red,red,red,nobody,8,1,1,1,0,6,1,1,2,0
38226,blue,1734,blue,blue,blue,blue,blue,nobody,11,3,1,3,0,0,0,0,0,0
38227,blue,2688,red,red,blue,blue,blue,nobody,10,3,1,3,0,2,0,0,0,0
38228,red,2824,red,red,red,nobody,red,nobody,4,0,0,1,0,9,1,0,3,0
38229,blue,1214,red,blue,nobody,nobody,blue,blue,5,0,0,1,1,0,0,0,0,0
38230,blue,1608,red,blue,blue,nobody,blue,blue,10,3,0,2,1,2,0,0,0,0
38231,blue,1633,red,blue,blue,nobody,red,blue,11,3,0,2,1,1,0,0,1,0
38232,red,2081,red,blue,red,nobody,blue,nobody,4,0,0,2,0,10,2,0,2,0
38233,blue,2269,red,blue,red,red,blue,blue,9,1,1,4,1,7,2,1,1,0
38234,red,1734,red,red,red,red,red,red,1,0,0,1,0,11,2,1,2,1
38235,blue,2103,blue,blue,blue,blue,blue,red,11,3,2,3,0,2,0,0,0,1
38236,blue,2298,red,blue,blue,blue,blue,nobody,9,2,1,3,0,2,0,0,0,0
38237,red,1266,red,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,2,0
38238,blue,2245,blue,red,red,red,red,red,10,3,0,0,0,6,1,1,4,1
38239,blue,1417,blue,blue,nobody,nobody,blue,nobody,8,0,0,3,0,0,0,0,0,0
38240,red,2099,red,red,red,nobody,blue,red,1,0,0,1,0,10,3,0,2,1
38241,blue,1938,red,blue,blue,blue,blue,nobody,11,3,1,2,0,2,0,0,0,0
38242,blue,1432,blue,blue,blue,nobody,blue,blue,11,2,0,2,1,2,0,0,0,0
38243,blue,1538,blue,blue,blue,nobody,blue,nobody,10,2,0,3,0,0,0,0,0,0
38244,red,1827,red,red,red,blue,red,red,3,0,1,0,0,8,3,1,2,1
38245,red,1988,red,red,red,red,red,nobody,1,0,0,1,0,11,2,1,2,0
38246,blue,2145,blue,red,blue,nobody,red,nobody,9,2,0,1,0,3,0,0,1,0
38247,red,2388,blue,red,red,red,blue,nobody,1,0,0,2,0,11,3,1,2,0
38248,blue,2749,blue,blue,blue,blue,blue,blue,10,5,1,5,1,6,0,1,0,0
38249,red,1932,blue,red,red,red,red,nobody,1,0,0,0,0,11,3,1,2,0
38250,blue,1603,blue,blue,blue,blue,blue,red,11,3,1,3,0,1,0,0,0,1
38251,red,2225,red,red,red,red,red,nobody,2,0,0,0,0,11,4,1,4,0
38252,blue,2331,blue,blue,blue,blue,blue,blue,8,1,1,2,1,4,0,0,2,0
38253,red,2256,red,blue,red,red,red,red,5,0,0,2,0,7,1,1,2,1
38254,red,1634,red,blue,red,red,red,nobody,4,0,0,0,0,8,1,1,1,0
38255,red,2309,red,blue,red,nobody,blue,nobody,5,0,0,1,0,10,2,0,3,0
38256,red,2123,blue,blue,blue,blue,blue,blue,6,1,1,3,1,9,1,0,0,0
38257,red,1744,red,red,red,nobody,red,red,1,0,0,0,0,8,2,0,4,1
38258,blue,2691,blue,red,blue,red,red,nobody,10,2,0,2,0,5,0,2,2,0
38259,blue,2345,blue,red,blue,red,blue,nobody,8,1,0,2,0,4,0,1,2,0
38260,red,1597,blue,red,red,red,red,red,0,0,0,0,0,11,3,1,2,1
38261,blue,1222,blue,blue,nobody,nobody,blue,nobody,5,0,0,2,0,0,0,0,0,0
38262,blue,2785,blue,red,red,blue,red,nobody,11,4,2,1,0,8,3,0,2,0
38263,red,2026,blue,blue,red,red,blue,blue,4,0,0,2,1,10,1,1,1,0
38264,red,1040,red,red,nobody,nobody,red,red,1,0,0,0,0,3,0,0,1,1
38265,red,1212,red,red,nobody,nobody,red,red,0,0,0,0,0,6,0,0,2,1
38266,red,1579,blue,blue,blue,red,red,nobody,6,1,0,0,0,7,1,1,2,0
38267,blue,2052,blue,blue,blue,nobody,blue,nobody,9,1,0,1,0,3,0,0,1,0
38268,red,2017,red,red,red,red,red,nobody,0,0,0,0,0,11,2,1,2,0
38269,red,2636,red,blue,red,red,red,red,6,1,0,3,0,10,2,2,3,1
38270,blue,1510,blue,blue,blue,nobody,red,blue,11,3,0,1,1,1,0,0,1,0
38271,blue,1970,red,blue,blue,blue,blue,blue,11,2,1,2,1,3,0,0,0,0
38272,blue,2200,red,blue,blue,nobody,blue,nobody,7,1,0,2,0,3,0,0,0,0
38273,blue,1155,red,blue,nobody,nobody,nobody,blue,4,0,0,0,1,0,0,0,0,0
38274,red,1930,blue,red,red,red,red,nobody,3,0,0,0,0,10,2,2,4,0
38275,red,1969,blue,red,red,nobody,blue,nobody,4,0,0,4,0,10,2,0,0,0
38276,blue,198,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
38277,red,1083,red,red,nobody,nobody,red,nobody,0,0,0,0,0,4,0,0,1,0
38278,red,1249,blue,red,nobody,nobody,red,red,0,0,0,0,0,6,0,0,1,1
38279,red,2297,red,red,red,red,red,nobody,2,0,0,0,0,10,3,3,4,0
38280,red,194,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
38281,blue,1771,blue,blue,blue,blue,blue,nobody,11,3,1,1,0,0,0,0,1,0
38282,blue,1279,blue,blue,blue,nobody,blue,blue,6,1,0,2,1,1,0,0,0,0
38283,red,1116,red,red,red,nobody,red,red,0,0,0,0,0,9,2,0,2,1
38284,blue,1789,red,blue,blue,blue,blue,nobody,11,4,1,3,0,0,0,0,0,0
38285,blue,2232,red,blue,blue,blue,red,nobody,11,2,2,2,0,2,0,0,2,0
38286,blue,3105,red,blue,blue,blue,blue,nobody,9,2,1,3,0,5,0,1,2,0
38287,blue,1973,red,blue,blue,nobody,blue,blue,7,1,0,2,1,3,0,0,2,0
38288,blue,1998,blue,blue,blue,red,blue,nobody,10,2,0,2,0,5,0,1,0,0
38289,blue,1920,blue,blue,blue,blue,blue,red,7,2,1,4,0,4,0,0,0,1
38290,blue,2239,blue,blue,blue,nobody,blue,nobody,9,4,0,3,0,3,0,0,1,0
38291,red,1446,blue,red,red,red,blue,nobody,0,0,0,1,0,9,1,1,1,0
38292,blue,1209,red,blue,blue,nobody,red,blue,5,1,0,1,1,0,0,0,1,0
38293,red,1729,red,red,red,red,red,red,1,0,0,0,0,10,1,1,2,1
38294,red,1804,red,blue,red,red,red,nobody,2,0,0,0,0,11,3,1,3,0
38295,blue,2578,red,blue,blue,red,blue,nobody,10,3,0,3,0,7,1,2,1,0
38296,red,2124,blue,blue,red,red,blue,blue,5,0,1,2,1,10,2,1,2,0
38297,red,1866,red,red,red,nobody,blue,nobody,1,0,0,1,0,9,3,0,3,0
38298,red,1828,red,red,red,red,red,blue,4,0,0,0,1,11,3,1,2,0
38299,red,2341,blue,blue,red,red,red,blue,8,2,0,0,1,9,2,2,4,0
38300,blue,1765,blue,blue,blue,blue,blue,nobody,9,1,1,3,0,1,0,0,0,0
38301,blue,1468,blue,blue,blue,blue,blue,nobody,10,2,1,2,0,0,0,0,0,0
38302,red,939,red,red,nobody,nobody,red,nobody,1,0,0,0,0,4,0,0,1,0
38303,red,201,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
38304,blue,1966,blue,blue,blue,blue,blue,nobody,8,1,1,3,0,2,0,0,0,0
38305,blue,1991,blue,blue,blue,blue,blue,nobody,11,4,1,3,0,2,0,0,0,0
38306,red,1980,blue,red,red,nobody,red,nobody,2,0,0,0,0,8,1,0,2,0
38307,blue,1628,red,blue,blue,blue,blue,blue,11,3,1,3,1,0,0,0,0,0
38308,red,1604,blue,red,red,nobody,red,nobody,1,0,0,0,0,11,2,0,2,0
38309,red,1800,red,blue,red,nobody,red,nobody,1,0,0,0,0,8,1,0,4,0
38310,red,1657,red,red,red,nobody,red,red,1,0,0,0,0,9,1,0,3,1
38311,blue,2136,blue,blue,blue,nobody,blue,nobody,10,3,0,3,0,2,0,0,0,0
38312,red,2195,blue,blue,red,red,blue,blue,3,0,0,3,1,9,1,2,1,0
38313,red,2003,red,blue,red,nobody,red,nobody,6,0,0,0,0,7,1,0,3,0
38314,blue,1226,red,red,nobody,nobody,blue,nobody,6,0,0,2,0,1,0,0,0,0
38315,red,1811,blue,red,red,red,blue,nobody,2,0,0,1,0,10,2,1,1,0
38316,red,1010,red,red,red,nobody,red,nobody,0,0,0,0,0,5,1,0,1,0
38317,red,1922,blue,red,red,red,red,red,3,0,0,1,0,11,4,2,2,1
38318,blue,1391,blue,blue,blue,blue,blue,blue,8,1,1,2,1,1,0,0,0,0
38319,red,1789,red,red,red,red,red,nobody,1,0,0,0,0,10,1,1,3,0
38320,blue,1896,blue,red,blue,blue,red,blue,8,1,1,2,1,3,0,0,1,0
38321,red,1259,blue,red,red,nobody,red,red,0,0,0,0,0,11,3,0,3,1
38322,blue,1670,blue,red,blue,red,blue,nobody,8,2,0,2,0,3,0,1,1,0
38323,red,1961,red,red,red,blue,red,nobody,3,0,1,0,0,8,2,0,3,0
38324,red,1481,red,red,red,nobody,red,red,0,0,0,0,0,8,1,0,2,1
38325,red,1776,blue,blue,red,nobody,red,blue,4,0,0,1,1,9,1,0,3,0
38326,red,1912,red,red,red,red,red,nobody,3,0,0,0,0,7,1,1,3,0
38327,red,1908,blue,red,red,red,blue,nobody,2,0,0,1,0,9,1,1,2,0
38328,blue,2307,red,red,red,blue,blue,blue,9,2,1,2,1,6,1,0,2,0
38329,red,2071,red,blue,red,red,blue,nobody,3,0,0,2,0,11,3,1,2,0
38330,red,1781,blue,red,red,red,blue,red,2,0,0,1,0,8,2,1,0,1
38331,blue,2522,red,blue,blue,red,blue,blue,10,4,1,4,1,6,0,1,1,0
38332,blue,194,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
38333,blue,1745,red,blue,blue,nobody,blue,blue,9,2,0,2,1,1,0,0,0,0
38334,blue,1240,blue,blue,nobody,nobody,blue,nobody,6,0,0,1,0,0,0,0,0,0
38335,red,2778,blue,red,red,red,blue,nobody,4,0,0,1,0,10,3,1,3,0
38336,blue,1890,blue,blue,blue,nobody,blue,nobody,10,2,0,2,0,1,0,0,0,0
38337,blue,1951,blue,blue,blue,blue,blue,nobody,9,2,1,3,0,2,0,0,0,0
38338,red,2303,blue,blue,blue,blue,red,nobody,9,2,1,0,0,7,1,0,3,0
38339,blue,1212,red,blue,nobody,nobody,blue,blue,4,0,0,3,1,1,0,0,0,0
38340,blue,2160,red,blue,blue,nobody,blue,nobody,10,2,0,2,0,1,0,0,0,0
38341,blue,1782,red,blue,blue,blue,blue,nobody,10,1,1,2,0,0,0,0,0,0
38342,red,2657,red,red,blue,red,red,nobody,5,1,0,2,0,9,1,1,2,0
38343,red,2261,red,blue,blue,red,red,nobody,5,1,0,0,0,11,3,1,4,0
38344,blue,2121,blue,blue,blue,nobody,blue,nobody,9,1,0,3,0,5,0,0,1,0
38345,red,2268,red,red,red,nobody,red,nobody,1,0,0,1,0,10,2,0,2,0
38346,red,1425,red,red,red,red,blue,red,3,0,0,1,0,11,3,1,1,1
38347,blue,1641,blue,blue,blue,blue,red,blue,10,2,1,1,1,3,0,0,1,0
38348,red,2839,blue,blue,red,red,blue,blue,7,1,1,2,1,7,1,1,2,0
38349,blue,2142,blue,red,blue,blue,red,nobody,8,1,2,1,0,6,0,0,2,0
38350,blue,1977,blue,red,blue,nobody,blue,blue,10,1,0,2,1,4,0,0,2,0
38351,blue,1912,red,red,blue,blue,red,blue,9,2,1,1,1,3,0,0,2,0
38352,red,952,red,red,nobody,nobody,blue,red,0,0,0,1,0,2,0,0,0,1
38353,red,2145,blue,red,red,red,red,red,2,0,0,0,0,11,3,1,3,1
38354,blue,2704,red,blue,blue,red,blue,red,8,2,0,4,0,5,0,1,0,1
38355,red,1956,red,red,red,red,red,blue,4,0,0,1,1,9,1,1,2,0
38356,red,2719,blue,red,red,red,red,red,6,0,0,4,0,8,2,2,1,1
38357,blue,1770,red,blue,blue,red,blue,nobody,7,2,0,2,0,1,0,1,0,0
38358,red,1871,blue,red,red,blue,red,nobody,6,0,1,0,0,9,3,0,3,0
38359,red,1548,red,red,red,red,blue,red,3,0,0,1,0,10,2,1,2,1
38360,blue,1892,red,red,red,red,red,red,7,1,1,0,0,9,1,1,3,1
38361,red,1188,blue,red,red,nobody,nobody,nobody,0,0,0,0,0,11,3,0,0,0
38362,blue,1451,blue,blue,blue,nobody,blue,blue,7,1,0,2,1,0,0,0,0,0
38363,blue,2762,red,red,red,red,red,red,7,1,1,2,0,9,3,1,3,1
38364,blue,1748,blue,blue,blue,nobody,blue,nobody,10,3,0,2,0,1,0,0,0,0
38365,red,2221,blue,blue,red,nobody,red,nobody,5,0,0,1,0,10,3,0,2,0
38366,red,2430,red,blue,red,red,red,blue,7,1,0,0,1,9,3,1,3,0
38367,blue,1744,blue,blue,blue,blue,red,red,10,2,1,2,0,1,0,0,2,1
38368,blue,2024,red,red,blue,blue,blue,red,8,2,1,2,0,4,0,0,2,1
38369,blue,2257,red,red,blue,blue,blue,red,9,2,2,4,0,4,0,0,1,1
38370,blue,1537,blue,blue,blue,blue,blue,red,8,1,1,1,0,4,0,0,1,1
38371,blue,1516,red,red,nobody,blue,red,blue,7,0,1,0,1,3,0,0,3,0
38372,blue,1885,red,blue,blue,nobody,red,blue,10,2,0,2,1,0,0,0,1,0
38373,red,2236,blue,blue,red,blue,blue,nobody,5,0,1,2,0,10,2,1,2,0
38374,blue,1793,red,blue,blue,blue,blue,red,10,2,2,3,0,2,0,0,0,1
38375,blue,1577,blue,blue,blue,nobody,blue,red,9,2,0,2,0,3,0,0,0,1
38376,blue,1973,blue,red,nobody,blue,blue,nobody,6,0,1,1,0,5,0,0,2,0
38377,red,2187,red,red,blue,blue,red,blue,9,1,1,1,1,8,1,1,2,0
38378,red,1901,red,red,red,red,red,red,3,0,0,2,0,8,1,1,1,1
38379,red,1999,blue,blue,red,red,red,blue,3,0,0,2,1,10,4,1,2,0
38380,blue,2844,red,blue,blue,blue,blue,red,10,4,1,2,0,8,0,3,3,1
38381,red,2355,blue,blue,red,red,blue,blue,3,0,0,1,1,11,5,1,3,0
38382,blue,1787,blue,blue,blue,nobody,blue,nobody,10,2,0,3,0,1,0,0,0,0
38383,red,1891,blue,red,red,red,red,red,0,0,0,0,0,9,2,1,2,1
38384,blue,1811,red,red,blue,nobody,blue,nobody,7,1,0,2,0,4,0,0,1,0
38385,red,2226,blue,blue,blue,blue,red,red,7,2,1,1,0,7,1,0,2,1
38386,red,1997,blue,red,red,red,red,nobody,0,0,0,0,0,11,4,1,3,0
38387,blue,3100,red,blue,red,blue,red,red,9,1,1,2,0,9,1,1,4,1
